"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-26",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-27",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-28",,,,,,,,,"0.44",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-29",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-30",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TNDV0138","NASHVILLE 5.2 WSW, TN US","36.1523","-86.8746","150.9","2018-12-31",,,,,,,,,"1.70",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-01","5.59",",,W",,,,,,,"0.49",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","44","H,,S","50",",,W","39",",,W",,,,,"  220",",,W","  210",",,W",,,,,"14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-02","6.93",",,W",,,,,,,"0.88",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","50","H,,S","53",",,W","48",",,W",,,,,"   30",",,W","   60",",,W",,,,,"12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-03","4.92",",,W",,,,,,,"0.69",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","49","H,,S","56",",,W","47",",,W",,,,,"   80",",,W","  100",",,W",,,,,"14.1",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-04","6.26",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","53","H,,S","60",",,W","34",",,W",,,,,"  330",",,W","  350",",,W",,,,,"19.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-05","5.37",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","40","H,,S","46",",,W","28",",,W",,,,,"  120",",,W","  110",",,W",,,,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-06","6.93",",,W",,,,,,,"0.23",",,W,2400",,,"0.1",",,W,2400","0.0",",,W,2400","40","H,,S","44",",,W","31",",,W",,,,,"   30",",,W","   90",",,W",,,,,"17.0",",,W","21.0",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-07","10.96",",,W",,,,,,,"0.39",",,W,2400",,,"1.0",",,W,2400","1.2",",,W,2400","31","H,,S","33",",,W","19",",,W",,,,,"  350",",,W","   10",",,W",,,,,"21.0",",,W","27.1",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-08","6.04",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","1.2",",,W,2400","22","H,,S","32",",,W","14",",,W",,,,,"  300",",,W","  290",",,W",,,,,"16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-09","4.70",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","1.2",",,W,2400","24","H,,S","33",",,W","17",",,W",,,,,"  130",",,W","  140",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-10","4.92",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0","T,,W,2400","34","H,,S","51",",,W","21",",,W",,,,,"  160",",,W","  180",",,W",,,,,"15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-11","4.25",",,W",,,,,,,"0.03",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","48","H,,S","58",",,W","41",",,W",,,,,"  160",",,W","  180",",,W",,,,,"12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-12","10.29",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","58","H,,S","71",",,W","46",",,W",,,,,"  220",",,W","  240",",,W",,,,,"21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-13","5.14",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","63","H,,S","78",",,W","52",",,W",,,,,"   60",",,W","   80",",,W",,,,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-14","6.49",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","58","H,,S","63",",,W","46",",,W",,,,,"   60",",,W","   70",",,W",,,,,"17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-15","5.59",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","54","H,,S","69",",,W","43",",,W",,,,,"  110",",,W","  110",",,W",,,,,"15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-16","5.37",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","54","H,,S","54",",,W","50",",,W",,,,,"  150",",,W","   80",",,W",,,,,"10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-17","7.38",",,W",,,,,,,"0.00","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","54","H,,S","64",",,W","49",",,W",,,,,"  220",",,W","  210",",,W",,,,,"16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-18","8.95",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","65","H,,S","75",",,W","43",",,W",,,,,"  320",",,W","  330",",,W",,,,,"17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-19","4.47",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","53","H,,S","66",",,W","34",",,W",,,,,"  130",",,W","   80",",,W",,,,,"10.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-20","5.37",",,W",,,,,,,"0.09",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","56","H,,S","62",",,W","51",",,W",,,,,"  140",",,W","  160",",,W",,,,,"18.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-21","5.14",",,W",,,,,,,"0.99",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","55","H,,S","57",",,W","53",",,W",,,,,"   60",",,W","   70",",,W",,,,,"15.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-22","8.50",",,W",,,,,,,"0.74",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","57","H,,S","64",",,W","54",",,W",,,,,"  100",",,W","   70",",,W",,,,,"25.1",",,W","35.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-23","7.16",",,W",,,,,,,"1.18",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","53","H,,S","56",",,W","46",",,W",,,,,"  220",",,W","  220",",,W",,,,,"25.9",",,W","33.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-24","6.49",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","52","H,,S","66",",,W","40",",,W",,,,,"  290",",,W","  280",",,W",,,,,"17.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-25","7.61",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","52","H,,S","74",",,W","35",",,W",,,,,"  210",",,W","  210",",,W",,,,,"21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-26","12.08",",,W",,,,,,,"0.01",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","61","H,,S","67",",,W","39",",,W",,,,,"  290",",,W","  290",",,W",,,,,"28.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-27","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","42","H,,S","52",",,W","28",",,W",,,,,"  290",",,W","  270",",,W",,,,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-28","7.61",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","38","H,,S","52",",,W","27",",,W",,,,,"  230",",,W","  230",",,W",,,,,"19.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-29","10.07",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","43","H,,S","54",",,W","33",",,W",,,,,"  230",",,W","  220",",,W",,,,,"23.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-30","6.04",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","40","H,,S","50",",,W","27",",,W",,,,,"  270",",,W","  260",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-01-31","9.62",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","48","H,,S","70",",,W","34",",,W",,,,,"  230",",,W","  230",",,W",,,,,"21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-01","10.51",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","58","H,,S","73",",,W","49",",,W",,,,,"  210",",,W","  220",",,W",,,,,"23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-02","3.80",",,W",,,,,,,"0.00","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","57","H,,S","67",",,W","46",",,W",,,,,"  240",",,W","   80",",,W",,,,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-03","7.83",",,W",,,,,,,"0.04",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","48","H,,S","54",",,W","34",",,W",,,,,"  350",",,W","  350",",,W",,,,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-04","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","35","H,,S","45",",,W","24",",,W",,,,,"   40",",,W","   60",",,W",,,,,"12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-05","6.93",",,W",,,,,,,"0.00","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","42","H,,S","62",",,W","29",",,W",,,,,"  270",",,W","  270",",,W",,,,,"14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-06","5.82",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","50","H,,S","68",",,W","31",",,W",,,,,"  180",",,W","  180",",,W",,,,,"16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-07","9.62",",,W",,,,,,,"0.04",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","60","H,,S","73",",,W","48",",,W",,,,,"  190",",,W","  210",",,W",,,,,"21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-08","5.82",",,W",,,,,,,"0.46",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","58","H,,S","66",",,W","50",",,W",,,,,"  210",",,W","  170",",,W",,,,,"15.0",",,W","21.9",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-09","13.42",",,W",,,,,,,"0.11",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","53","H,,S","61",",,W","29",",,W",,,,,"  290",",,W","  290",",,W",,,,,"29.1",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-10","8.28",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","38","H,,S","53",",,W","27",",,W",,,,,"  220",",,W","  220",",,W",,,,,"21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-11","11.86",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","56","H,,S","77",",,W","46",",,W",,,,,"  220",",,W","  220",",,W",,,,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-12","11.41",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","68","H,,S","80",",,W","59",",,W",,,,,"  310",",,W","  300",",,W",,,,,"21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-13","8.50",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","59","H,,S","64",",,W","36",",,W",,,,,"  330",",,W","  330",",,W",,,,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-14","4.92",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","49","H,,S","66",",,W","29",",,W",,,,,"  210",",,W","  240",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-15","8.05",",,W",,,,,,,"0.46",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","54","H,,S","61",",,W","42",",,W",,,,,"  300",",,W","  320",",,W",,,,,"21.9",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-16","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","45","H,,S","58",",,W","32",",,W",,,,,"  320",",,W","  310",",,W",,,,,"23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-17","5.14",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","51","H,,S","68",",,W","41",",,W",,,,,"  200",",,W","  180",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-18","6.26",",,W",,,,,,,"0.01",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","53","H,,S","69",",,W","38",",,W",,,,,"  230",",,W","  230",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-19","5.14",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","54","H,,S","72",",,W","37",",,W",,,,,"  290",",,W","  330",",,W",,,,,"15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-20","4.92",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","57","H,,S","73",",,W","35",",,W",,,,,"  110",",,W","   60",",,W",,,,,"10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-21","8.05",",,W",,,,,,,"0.03",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","60","H,,S","68",",,W","52",",,W",,,,,"  130",",,W","  120",",,W",,,,,"14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-22","4.92",",,W",,,,,,,"0.01",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","59","H,,S","68",",,W","52",",,W",,,,,"   10",",,W","   40",",,W",,,,,"10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-23","4.92",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","63","H,,S","75",",,W","50",",,W",,,,,"  140",",,W","  100",",,W",,,,,"14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-24","4.70",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","64","H,,S","78",",,W","48",",,W",,,,,"  220",",,W","  190",",,W",,,,,"13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-25","13.20",",,W",,,,,,,"0.01",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","66","H,,S","78",",,W","46",",,W",,,,,"  220",",,W","  220",",,W",,,,,"35.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-26","5.37",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","47","H,,S","58",",,W","33",",,W",,,,,"  320",",,W","  300",",,W",,,,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-27","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","51","H,,S","64",",,W","34",",,W",,,,,"  160",",,W","  150",",,W",,,,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-02-28","6.04",",,W",,,,,,,"0.02",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","60","H,,S","76",",,W","41",",,W",,,,,"  190",",,W","  210",",,W",,,,,"17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-01","12.75",",,W",,,,,,,"0.61",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","67","H,,S","76",",,W","60",",,W",,,,,"  290",",,W","  230",",,W",,,,,"23.0",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-02","10.51",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","55","H,,S","60",",,W","37",",,W",,,,,"  310",",,W","  300",",,W",,,,,"28.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-03","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","46","H,,S","57",",,W","30",",,W",,,,,"  320",",,W","  340",",,W",,,,,"17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-04","4.92",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","42","H,,S","57",",,W","23",",,W",,,,,"  210",",,W","  210",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-05","6.93",",,W",,,,,,,"0.00",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","46","H,,S","59",",,W","31",",,W",,,,,"   40",",,W","   70",",,W",,,,,"14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-06","5.82",",,W",,,,,,,"0.00","T,,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","52","H,,S","63",",,W","44",",,W",,,,,"  170",",,W","  190",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","35.2236","-80.9552","221.9","2017-03-07","11.63",",,W",,,,,,,"0.13",",,W,2400",,,"0.0",",,W,2400","0.0",",,W,2400","58","H,,S","73",",,W","47",",,W",,,,,"  190",",,W","  210",",,W",,,,,"23.0",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,
